,convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
268,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
274,Beca 18 VRAEM 2012-01,LIMA,0,RESOLUCION JEFATURAL,,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
275,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
277,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,2013-08,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
280,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2012-09,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
281,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,,2012-09,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
282,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,2014-10,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,MASCULINO
286,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
292,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
293,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
294,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,ADMINISTRACION EN SALUD,MASCULINO
295,Beca 18 VRAEM 2012-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2012-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
297,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
298,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
299,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-01,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
300,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-12,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
301,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
302,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
303,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
304,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
305,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,GESTION AMBIENTAL EMPRESARIAL,MASCULINO
307,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
310,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-12,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,ADMINISTRACION EN SALUD,MASCULINO
311,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,GESTION AMBIENTAL EMPRESARIAL,MASCULINO
313,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
317,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,GESTION AMBIENTAL EMPRESARIAL,MASCULINO
330,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
336,Beca Docente de Postgrado para estudios de MaestrÃ­a en Ciencias de la EducaciÃ³n en el PerÃº 2014-01,LIMA,1,RESOLUCION JEFATURAL,2016-05,2014-04,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,MAESTRIA EN CIENCIAS DE EDUCACION CON MENCION EN INVESTIGACION E INNOVACION CURRICULAR,MASCULINO
337,Beca Docente de Postgrado para estudios de MaestrÃ­a en Ciencias de la EducaciÃ³n en el PerÃº 2014-01,LIMA,1,RESOLUCION JEFATURAL,2014-09,2014-04,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,MAESTRIA EN CIENCIAS DE EDUCACION CON MENCION EN INVESTIGACION E INNOVACION CURRICULAR,MASCULINO
343,Beca 18 Modalidad Becas Especiales EIB (traspaso) 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
345,Beca 18 Modalidad Becas Especiales EIB (traspaso) 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
346,VocaciÃ³n de Maestro 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN INFORMATICA,MASCULINO
348,VocaciÃ³n de Maestro 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES,MASCULINO
349,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
350,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
351,VocaciÃ³n de Maestro 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUAJE Y LITERATURA,MASCULINO
353,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
358,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
359,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
361,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
363,Beca 18 Albergue 2014-01,LIMA,0,,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
364,Beca 18 Albergue 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
365,Beca Especial para el Adolescente 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
366,Beca Especial para el Adolescente 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
367,Beca EIB 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
368,Beca EIB 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-11,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
369,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2013-12,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
370,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
371,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
372,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2014-08,2013-08,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
373,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,MASCULINO
374,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
375,Beca 18 VRAEM 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
382,Beca 18 FFAA 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2013-11,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
384,Beca 18 FFAA 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2013-11,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,MASCULINO
386,Beca 18 Reparaciones 2013-01,LIMA,0,RESOLUCION JEFATURAL,2013-08,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,MASCULINO
387,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-03,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
389,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
390,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
391,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-03,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
392,Beca 18 VRAEM 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
395,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
398,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
399,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",MASCULINO
401,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
402,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
403,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
404,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-03,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,MASCULINO
405,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y AGRONEGOCIOS,MASCULINO
406,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,MASCULINO
407,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
408,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
409,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
416,Beca 18 VRAEM 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y AGRONEGOCIOS,MASCULINO
417,Beca 18 VRAEM 2013-01,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
422,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
423,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
424,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
425,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
426,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
427,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
431,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,MASCULINO
436,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
441,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AMBIENTAL,MASCULINO
443,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-09,2013-03,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
444,Beca 18 Modalidad Ordinaria 2012,LIMA,0,RESOLUCION JEFATURAL,2013-11,2012-04,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
445,Beca Bicentenario de la Independencia del PerÃº 2011-01,LIMA,1,RESOLUCION JEFATURAL,,2013-08,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
446,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
447,Beca Excelencia AcadÃ©mica 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
449,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
450,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
452,Beca Excelencia AcadÃ©mica 2014-01,LIMA,0,,,2014-10,Universidad,DE PIURA,SEDE MIRAFLORES,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
455,Beca 18 Ordinaria 2015,PIURA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,ECONOMIA,MASCULINO
457,Beca 18 Ordinaria 2015,PIURA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,ARQUITECTURA,MASCULINO
460,Beca 18 Ordinaria 2015,PIURA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
462,Beca Excelencia AcadÃ©mica 2014-01,PIURA,1,,,2014-10,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
463,Beca 18 Ordinaria 2015,PIURA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
464,Beca 18 Ordinaria 2015,PIURA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
470,Beca 18 Modalidad Ordinaria 2013,PIURA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
471,Beca 18 Modalidad Ordinaria 2013,PIURA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
474,Beca 18 Ordinaria 2015,PIURA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
475,Beca 18 Ordinaria 2015,PIURA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA MECANICA - ELECTRICA,MASCULINO
485,Beca Excelencia AcadÃ©mica 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,INGENIERIA MECANICO ELECTRICA,MASCULINO
489,Beca Excelencia AcadÃ©mica 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
491,Beca Docente de Postgrado para estudios de MaestrÃ­a en Ciencias de la EducaciÃ³n en el PerÃº 2014-01,PIURA,1,RESOLUCION JEFATURAL,2014-10,2014-04,Universidad,DE PIURA,SEDE PIURA,MAESTRIA EN CIENCIAS DE EDUCACION CON MENCION EN DIDACTICA DE LA ENSEÃ‘ANZA EN MATEMATICAS EN EDUCACION SECUNDARIA,MASCULINO
495,Beca Excelencia AcadÃ©mica 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,ARQUITECTURA,MASCULINO
496,Beca 18 Modalidad Ordinaria 2014,PIURA,1,RESOLUCION JEFATURAL,,2014-03,Universidad,DE PIURA,SEDE PIURA,ARQUITECTURA,MASCULINO
497,Beca 18 Modalidad Ordinaria 2014,PIURA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
498,Beca 18 Modalidad Ordinaria 2014,PIURA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
499,Beca 18 Modalidad Ordinaria 2014,PIURA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
501,Beca 18 Modalidad Ordinaria 2014,PIURA,0,RESOLUCION JEFATURAL,,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
502,Beca 18 Modalidad Ordinaria 2014,PIURA,0,RESOLUCION JEFATURAL,2014-11,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
505,Beca 18 Modalidad Ordinaria 2014,PIURA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
508,Beca 18 Modalidad Ordinaria 2014,PIURA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA MECANICA - ELECTRICO,MASCULINO
512,VocaciÃ³n de Maestro 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA INGLESA,MASCULINO
513,VocaciÃ³n de Maestro 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA Y FISICA,MASCULINO
516,VocaciÃ³n de Maestro 2014-01,PIURA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA Y FISICA,MASCULINO
517,VocaciÃ³n de Maestro 2014-01,PIURA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,EDUCACION PRIMARIA,MASCULINO
519,Beca Excelencia AcadÃ©mica 2014-01,PIURA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,ARQUITECTURA,MASCULINO
520,Beca Excelencia AcadÃ©mica 2014-01,PIURA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
522,Beca 18 Modalidad Ordinaria 2013,PIURA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,DE PIURA,SEDE PIURA,INGENIERIA MECANICA - ELECTRICO,MASCULINO
523,Beca 18 Modalidad Ordinaria 2013,PIURA,0,RESOLUCION JEFATURAL,,2013-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,MASCULINO
524,Beca 18 Modalidad Ordinaria 2013,PIURA,0,RESOLUCION JEFATURAL,,2013-01,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
526,Beca 18 Modalidad Ordinaria 2013,PIURA,1,RESOLUCION JEFATURAL,2014-09,2013-02,Universidad,DE PIURA,SEDE PIURA,INGENIERIA CIVIL,MASCULINO
