convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IDAT,"SEDE LIMA (Arequipa 790,990,1098 y Paseo ColÃ³n 280)",ELECTRONICA INDUSTRIAL,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IDAT,"SEDE LIMA (Arequipa 790,990,1098 y Paseo ColÃ³n 280)",ELECTRONICA INDUSTRIAL,MASCULINO
Beca 18 FFAA 2015,TACNA,Becarios observados y/o en regularizacion,,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,JOHN VON NEUMANN,SEDE TACNA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 FFAA 2015,TACNA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,JOHN VON NEUMANN,SEDE TACNA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Albergue 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 FFAA 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,JOHN VON NEUMANN,SEDE TACNA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Albergue 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,LE CORDON BLEU PERU,SEDE MIRAFLORES,GASTRONOMIA Y ARTE CULINARIO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SISE,SEDE SANTA BEATRIZ,REDES Y SEGURIDAD INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SISE,SEDE SANTA BEATRIZ,REDES Y SEGURIDAD INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SISE,SEDE SANTA BEATRIZ,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SISE,SEDE SANTA BEATRIZ,SOFTWARE Y SISTEMAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,TOULOUSE LAUTREC,SEDE SANTIAGO DE SURCO (Primavera 970),DISEÃ‘O GRAFICO,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,AERONAUTICO,SEDE SANTIAGO DE SURCO,MANTENIMIENTO DE AERONAVES Y SUS SISTEMAS,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,AERONAUTICO,SEDE SANTIAGO DE SURCO,INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,LA LIBERTAD,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SISE,SEDE TRUJILLO,DISEÃ‘O GRAFICO,MASCULINO
Beca 18 Ordinaria 2015,CALLAO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SIMON BOLIVAR,SEDE BELLAVISTA,ELECTRONICA INDUSTRIAL,MASCULINO
Beca 18 Ordinaria 2015,CALLAO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SIMON BOLIVAR,SEDE BELLAVISTA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Albergue 2015,LIMA,Becarios que desaprobaron,,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Albergue 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CHIO LECCA,SEDE SAN ISIDRO,DISEÃ‘O DE MODAS,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,REDES Y COMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,REDES Y COMUNICACIONES,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,REDES Y COMUNICACIONES,MASCULINO
Beca 18 REPARED 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2014-12,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 VRAEM 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,ADMINISTRACION Y SISTEMAS,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,DISEÃ‘O GRAFICO,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,CIBERTEC,SEDE INDEPENDENCIA,DISEÃ‘O GRAFICO,MASCULINO
Beca 18 FFAA 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,PUNO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE PUNO,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,PUNO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE JULIACA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca Extraordinaria FFAA 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-04,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca Extraordinaria FFAA 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-04,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca Extraordinaria FFAA 2015,TACNA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-04,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca Extraordinaria FFAA 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2015-04,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Huallaga 2015,HUANUCO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
Beca 18 Huallaga 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Huallaga 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Huallaga 2015,HUANUCO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
Beca 18 REPARED 2015,HUANUCO,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
Beca 18 Ordinaria 2015,PUNO,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE JULIACA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 FFAA 2015,TACNA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,UNITEK,SEDE TACNA,COMPUTACION E INFORMATICA,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),ADMINISTRACION INDUSTRIAL,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 FFAA 2015,PASCO,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 FFAA 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO AUTOMOTRIZ,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),ADMINISTRACION INDUSTRIAL,MASCULINO
Beca 18 Ordinaria 2015,HUANUCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE AMARILIS (CFP HuÃ¡nuco),MECANICO ELECTRICISTA DE MANTENIMIENTO,MASCULINO
Beca 18 CNA 2015,LORETO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE YURIMAGUAS (UCP Iquitos),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MANTENIMIENTO,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
Beca 18 Ordinaria 2015,PASCO,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,SENATI,SEDE TINYAHUARCO (CFP Cerro de Pasco),MECANICO DE MAQUINARIA PESADA,MASCULINO
